carat,cut,color,clarity,depth,table,price
0.4,3,3,1,62.7,55.0,7.131
1.21,5,4,2,59.7,60.0,8.41
0.39,5,3,5,61.4,58.0,6.858
0.59,5,3,5,60.1,59.0,7.855
0.81,4,6,5,61.4,55.0,8.118
0.51,4,7,1,62.2,55.0,7.412000000000001
0.31,3,7,5,63.0,54.0,6.2989999999999995
0.41,3,2,3,61.2,62.0,7.166
0.31,4,7,2,61.9,55.0,6.2010000000000005
0.31,5,2,4,61.5,60.0,6.385
0.4,4,6,3,62.0,54.0,6.631
0.6,5,2,2,62.8,61.0,7.653
0.25,3,7,7,59.4,63.0,6.125
1.01,2,7,4,63.7,58.0,8.256
0.57,4,5,2,61.3,54.0,7.164
0.32,3,7,2,62.8,56.0,6.167999999999999
0.4,4,5,7,62.3,54.0,6.992000000000001
1.2,2,3,2,64.0,61.0,8.849
0.4,3,7,2,58.3,62.0,6.455
1.19,5,5,5,61.1,58.0,8.846
0.33,4,1,5,62.3,56.0,6.501
0.54,4,2,4,61.3,57.0,7.127999999999999
0.28,4,5,1,62.2,54.0,6.136
1.23,4,5,4,62.1,55.9,8.714
0.59,4,7,3,62.2,56.0,7.584
0.53,4,5,5,61.7,54.0,7.38
0.7,5,1,7,63.0,60.0,8.072000000000001
1.58,4,6,2,61.7,56.0,9.316
0.28,3,3,7,59.6,59.0,6.465
0.32,4,1,6,61.2,56.0,7.093
0.33,4,1,5,62.1,55.0,6.501
1.0,1,5,5,64.8,62.0,8.488999999999999
0.35,4,1,5,62.1,56.0,6.809
0.43,4,2,2,61.5,56.0,6.97
0.7,3,1,1,60.0,57.0,7.926
0.5,4,1,5,62.7,56.0,7.433
0.32,4,7,3,61.5,57.0,6.593
0.3,4,7,7,62.2,56.0,6.624
0.23,4,3,5,62.6,57.0,6.047000000000001
0.32,4,6,7,62.4,55.0,6.377999999999999
1.02,5,2,8,61.4,60.0,8.235
0.35,3,7,1,62.6,56.0,6.4910000000000005
1.01,4,2,3,61.1,57.0,9.311
0.9,2,5,2,63.8,56.0,7.912999999999999
0.9,3,7,2,63.5,59.0,8.202
0.4,4,3,2,60.6,56.0,6.649
0.36,3,3,2,62.4,55.0,6.447
0.75,3,1,2,62.1,57.0,7.824
1.17,4,5,4,62.3,57.0,8.539
0.54,4,7,2,61.9,55.0,7.459
0.9,3,2,2,62.5,63.0,8.311
1.52,3,5,2,60.9,59.0,9.174
1.17,5,2,1,61.7,59.0,9.204
2.21,4,5,4,61.9,56.0,9.519
1.0,1,4,5,65.3,61.0,8.138
1.2,5,7,1,62.4,59.0,8.994
1.2,3,5,5,63.2,54.0,8.767999999999999
0.9,2,5,4,63.5,58.0,7.968999999999999
0.96,1,7,4,72.2,56.0,7.7989999999999995
1.06,3,7,5,60.1,58.0,8.734
2.03,4,1,4,61.4,58.0,9.827
0.31,3,7,1,62.4,59.0,6.438
0.95,3,5,4,59.0,59.0,8.112
0.7,4,5,1,61.9,56.0,7.905
0.41,4,2,5,62.4,54.0,6.981
0.34,4,7,3,62.6,54.0,6.653
0.43,4,3,5,62.0,57.0,6.888999999999999
0.42,4,3,4,62.9,56.0,6.8
0.3,3,2,4,62.4,59.0,6.103
1.0,3,3,4,63.3,55.0,8.387
0.32,5,7,6,59.4,59.0,6.861000000000001
1.05,5,6,8,61.8,56.0,7.757000000000001
0.91,5,1,4,58.9,61.0,8.174
1.5,1,6,4,68.1,59.0,8.734
0.35,5,3,5,60.4,60.0,6.892
0.55,4,3,5,59.3,57.0,7.404
1.73,5,7,5,61.6,58.0,9.738999999999999
0.34,4,7,3,61.1,57.0,6.903
0.7,1,2,2,52.2,65.0,7.547000000000001
0.24,4,1,6,61.6,57.0,6.519
0.53,3,4,2,62.7,54.0,6.922000000000001
0.91,3,6,5,63.0,58.0,8.113999999999999
0.37,3,3,7,60.9,56.0,6.961
0.32,4,7,2,61.5,55.0,6.472
0.5,5,3,5,61.5,56.0,7.465
0.72,3,5,4,63.5,58.0,7.571000000000001
0.51,4,2,3,61.3,56.0,8.078
0.36,3,5,5,60.0,62.0,6.3420000000000005
0.54,5,2,1,60.5,58.0,7.521
1.04,3,5,2,63.1,58.0,8.37
0.3,4,1,7,61.8,54.0,6.687
1.09,4,5,2,61.4,57.0,8.547
0.41,4,7,1,61.5,56.0,6.801
0.33,4,1,5,62.3,55.0,6.75
0.96,3,1,4,59.8,59.0,8.347000000000001
0.53,4,1,2,60.3,57.0,7.215
1.12,4,5,2,61.8,56.0,8.672
0.34,4,7,5,62.1,55.0,6.39
0.72,4,7,4,61.8,57.0,7.532
0.73,5,2,5,59.8,58.0,8.086
0.36,4,5,7,62.0,54.0,6.662999999999999
0.41,3,7,3,61.9,54.0,6.837000000000001
0.91,3,7,2,62.2,57.0,8.265
1.1,4,1,4,62.4,56.0,8.63
0.56,4,1,3,62.3,54.0,7.732
0.74,3,3,4,59.1,60.0,7.9110000000000005
0.51,3,3,5,63.3,56.0,7.485
0.39,5,3,3,61.1,59.0,7.096
0.31,5,7,7,62.1,59.0,6.952999999999999
0.7,3,1,2,61.1,57.0,7.787000000000001
0.7,5,7,2,63.0,59.0,7.672999999999999
0.8,4,7,1,61.1,58.0,8.183
0.74,4,2,1,61.7,55.0,8.228
0.51,4,3,1,60.9,56.0,7.473
0.81,5,6,3,62.9,59.0,8.033999999999999
0.63,4,2,2,62.0,56.0,7.746
0.81,4,1,5,61.7,57.0,8.231
1.06,4,3,5,61.3,57.0,9.115
0.51,4,7,1,61.9,56.0,7.433
1.34,3,2,4,61.7,58.0,8.916
1.02,3,1,1,61.3,58.0,8.954
1.04,1,1,2,66.9,62.0,8.39
0.71,4,7,1,62.7,57.0,7.983
1.3,3,4,5,63.3,57.0,8.32
1.04,5,1,1,59.4,60.0,8.922
0.51,2,7,5,63.9,56.0,7.274
0.58,5,5,2,58.4,59.0,7.194
0.32,4,3,5,61.5,55.0,6.553999999999999
0.3,5,5,3,60.6,58.0,6.654
0.24,4,7,7,62.0,55.0,6.3260000000000005
1.2,4,1,5,62.3,56.0,9.058
2.07,4,7,4,62.2,54.0,9.776
0.72,3,7,2,63.3,53.0,7.747999999999999
0.27,4,3,7,61.7,57.0,6.4910000000000005
1.01,4,1,2,60.9,55.0,8.584
0.41,4,5,6,61.8,55.0,7.125
0.75,5,1,4,60.9,58.0,7.729
1.02,5,2,5,62.5,58.0,8.942
1.12,2,1,3,57.9,57.0,9.04
0.3,3,3,5,62.4,57.0,6.489
1.01,2,5,2,63.1,60.0,8.397
0.64,3,1,2,61.2,58.0,7.452999999999999
0.32,4,7,1,61.2,56.0,6.718999999999999
0.32,2,3,1,60.3,64.0,6.627999999999999
0.8,4,3,4,61.0,55.0,7.999
1.23,5,5,5,61.4,59.0,8.747
1.01,5,3,2,60.0,59.0,8.695
0.4,2,4,1,64.0,56.0,6.599
0.3,4,7,6,62.6,54.0,6.7170000000000005
0.32,5,5,2,62.0,58.0,6.132999999999999
0.9,4,3,2,61.9,54.0,8.589
0.31,4,6,1,61.9,54.0,6.132999999999999
0.43,5,1,1,61.0,57.0,7.029
0.41,4,3,3,61.5,55.0,7.079
1.02,3,1,2,63.7,56.0,8.648
0.71,5,2,2,59.7,59.0,7.977
0.51,3,1,1,62.4,59.0,7.437
0.34,3,5,3,63.1,57.0,6.513
2.14,5,3,4,61.5,58.0,9.814
1.25,5,5,1,59.3,57.0,8.931000000000001
1.25,5,1,8,58.0,59.0,8.222999999999999
0.3,4,1,6,61.4,57.0,6.787000000000001
0.34,4,1,6,61.7,55.0,7.151
0.71,4,3,2,61.7,55.0,8.124
2.0,5,6,4,60.7,61.0,9.533999999999999
0.52,4,2,2,60.9,57.0,7.377999999999999
0.31,5,7,7,62.1,59.0,6.704
0.71,2,6,5,64.2,58.0,7.615
0.76,4,7,1,61.6,56.0,8.123
2.05,5,6,1,60.3,59.0,9.455
0.3,4,2,5,62.3,54.0,6.565
1.03,4,3,1,61.7,56.0,9.022
0.3,4,5,7,62.2,57.0,6.5
0.53,4,5,3,61.8,56.0,7.496
0.4,4,3,7,61.5,56.0,7.195
1.12,5,1,3,62.4,59.0,9.213
0.36,4,3,2,62.4,55.0,6.697
1.7,3,7,5,63.1,57.0,9.676
1.2,2,6,4,64.1,57.0,8.406
1.09,3,7,1,60.0,57.0,8.892999999999999
1.02,3,7,4,61.6,61.0,8.363999999999999
1.02,5,7,1,61.0,61.0,8.872
0.57,3,4,6,59.8,59.0,7.372999999999999
0.3,4,1,7,62.5,55.0,6.702000000000001
1.08,4,2,4,61.6,57.0,8.567
0.9,3,1,2,61.6,58.0,8.312000000000001
1.23,5,1,5,60.8,59.0,9.1
0.56,3,4,5,60.6,57.0,7.1160000000000005
1.02,3,3,4,58.7,63.0,8.363
0.52,2,3,5,63.3,56.0,7.349
0.91,5,5,2,63.0,57.0,8.017000000000001
0.75,5,6,5,60.0,57.0,7.752999999999999
0.92,5,1,2,62.0,60.0,8.271
0.3,4,3,5,61.8,55.0,6.7379999999999995
0.7,5,5,1,62.3,60.0,7.755
1.07,5,3,1,62.0,60.0,8.976
1.05,5,1,5,62.6,58.0,8.875
0.33,5,2,4,61.6,59.0,6.1979999999999995
0.57,4,5,1,60.9,56.0,7.496
1.41,5,7,1,62.1,59.0,9.337
0.63,4,1,6,60.9,57.0,8.229
0.4,2,2,4,63.9,53.0,6.682
0.33,5,3,1,61.0,55.0,6.974
0.51,5,3,8,58.0,60.0,6.7170000000000005
0.9,2,6,7,63.6,58.0,8.322000000000001
0.42,4,7,1,61.0,56.0,6.961
0.7,2,1,5,64.3,59.0,7.772
0.8,2,1,5,60.5,62.3,8.097000000000001
0.33,4,7,6,61.6,53.0,6.957999999999999
0.51,5,2,5,58.0,60.0,7.564
1.51,2,4,4,58.1,64.0,8.735
0.9,4,6,5,61.5,58.0,8.197000000000001
0.38,3,6,2,60.2,60.0,6.365
0.76,3,1,7,59.6,58.0,8.413
0.41,5,7,1,60.7,58.0,6.867999999999999
1.02,5,7,2,61.7,58.0,8.55
1.02,3,2,4,60.9,61.0,8.498
0.72,3,1,7,62.1,55.0,8.232999999999999
1.0,1,5,5,66.8,63.0,8.335
0.41,3,5,3,63.1,58.0,6.742000000000001
1.55,4,4,2,61.7,54.0,8.986
0.32,3,1,4,63.1,56.0,6.292000000000001
0.4,2,3,3,57.7,62.0,6.888999999999999
0.68,3,3,2,58.2,60.0,7.559
1.23,5,4,5,62.7,58.0,8.488
0.52,3,3,5,62.3,57.0,7.432
0.54,4,7,3,61.0,56.0,7.645
0.78,4,7,4,61.7,55.0,7.7170000000000005
0.44,3,7,2,60.3,58.0,6.667000000000001
0.32,4,1,5,61.5,56.0,6.468999999999999
0.77,5,7,4,61.2,58.0,7.599
1.2,3,1,3,63.8,58.0,9.227
0.32,5,3,7,60.5,58.0,6.861000000000001
0.34,4,1,3,61.7,55.0,6.664
1.59,1,6,4,65.2,58.0,8.865
0.4,4,2,3,61.4,56.0,7.0489999999999995
0.41,4,1,1,62.0,55.0,6.981
0.51,4,3,5,62.5,55.0,7.485
1.01,4,7,2,61.8,55.0,8.545
0.4,4,3,5,62.9,55.0,6.882000000000001
0.43,4,7,7,60.5,57.0,7.096
1.2,4,5,5,62.8,57.0,8.47
0.3,4,1,6,62.3,55.0,6.787000000000001
1.18,4,7,3,62.2,54.0,9.133
0.39,3,7,1,62.4,57.0,6.751
0.33,4,1,7,61.8,57.0,6.928999999999999
0.52,3,3,5,62.8,58.0,7.359
0.75,5,3,4,61.9,55.0,7.702999999999999
1.01,2,2,1,64.1,55.0,9.029
0.54,4,7,1,61.9,54.0,7.521
0.7,5,5,2,62.2,57.0,7.727
0.25,3,1,3,62.8,54.0,6.45
1.52,3,1,4,62.1,58.0,9.165
0.41,4,4,1,62.2,54.5,6.513
0.53,5,3,5,60.9,60.0,7.502999999999999
1.33,4,5,1,59.3,57.0,9.055
0.72,4,1,4,61.8,57.0,7.806
1.5,1,5,2,65.9,56.0,8.883
1.26,3,7,4,61.3,55.0,8.7
0.51,2,4,5,63.1,56.0,6.892
0.35,4,2,2,61.6,56.0,6.718
0.24,3,1,3,61.8,56.0,6.41
2.01,5,5,4,60.5,61.0,9.698
0.32,4,6,5,60.3,56.0,6.107
0.77,2,2,4,63.8,58.0,7.879
0.3,4,7,7,62.2,57.0,6.921
0.51,5,2,2,61.9,60.0,7.404
0.42,4,2,2,62.4,57.0,6.947
1.21,3,7,4,58.9,61.0,8.494
0.31,4,5,1,62.6,55.0,6.547999999999999
1.15,5,7,4,62.7,58.0,8.359
1.0,2,1,5,63.8,58.0,8.734
0.7,1,3,2,57.2,66.0,7.601
1.01,3,1,1,63.3,60.0,8.872
0.3,5,5,4,60.9,59.0,5.9079999999999995
0.41,3,2,1,62.3,59.0,6.926
0.32,3,1,3,63.0,56.0,6.581
0.56,4,7,2,62.5,56.0,7.2
0.37,4,1,7,62.0,55.0,6.956
1.32,5,5,3,61.3,58.0,8.783
0.2,5,3,5,59.8,62.0,5.905
1.2,4,5,5,59.9,57.0,8.777999999999999
0.54,4,2,1,61.4,57.0,7.62
0.25,4,7,2,62.3,57.0,6.0089999999999995
0.32,4,1,7,61.3,55.0,6.75
1.0,2,6,2,65.2,56.0,8.252
1.06,4,6,1,62.0,55.0,8.626
0.31,4,7,2,62.2,55.0,6.136
0.3,4,6,5,62.1,58.0,5.9639999999999995
1.14,5,7,5,60.9,57.0,8.865
0.9,3,3,8,62.4,63.0,7.696000000000001
0.25,3,7,7,63.7,54.0,6.111000000000001
0.36,4,1,3,61.5,56.0,6.797999999999999
0.4,3,7,1,61.8,58.0,6.712000000000001
0.75,5,2,2,58.9,60.0,8.041
0.4,5,3,1,60.3,58.0,6.959
0.41,4,2,1,62.1,56.0,7.047999999999999
0.72,5,1,2,62.0,60.0,7.768
0.58,2,3,2,59.3,64.0,7.16
0.9,3,5,5,62.0,57.0,8.332
0.41,5,7,3,61.6,56.0,6.981
1.59,3,4,1,60.1,60.0,9.05
0.31,5,5,3,61.9,58.0,6.687
0.26,3,5,3,60.5,56.0,6.186
0.51,4,7,5,62.9,54.0,7.343
0.51,4,2,5,61.0,57.0,7.462000000000001
0.23,3,3,7,62.2,57.0,6.367999999999999
0.63,4,7,6,61.9,56.0,8.121
1.25,4,1,5,62.8,57.0,9.078
1.01,5,5,5,61.3,59.0,8.55
2.01,4,6,2,61.4,57.0,9.715
0.3,4,1,1,61.7,56.0,6.593999999999999
0.55,5,6,7,61.3,59.0,7.372999999999999
0.56,4,5,1,61.8,55.0,7.388
0.9,1,5,5,65.6,55.0,8.124
2.72,4,4,4,62.1,56.0,9.787
1.09,5,7,4,60.7,57.0,8.306000000000001
0.82,1,7,2,66.4,54.0,7.757000000000001
1.06,5,6,2,62.9,60.0,8.332
0.53,4,1,1,61.7,56.0,7.396
0.5,5,1,3,61.9,58.0,7.627000000000001
0.39,5,7,3,60.7,61.0,6.931
0.38,4,3,5,61.7,54.0,6.945
2.21,4,2,4,62.0,57.0,9.715
0.3,3,2,1,60.1,55.0,6.76
1.07,3,7,4,59.9,59.0,8.343
1.01,5,5,2,58.2,62.0,8.341000000000001
0.9,4,7,7,61.6,57.0,8.624
0.32,4,3,5,62.1,55.0,6.553999999999999
1.2,4,5,4,62.3,57.0,8.525
0.34,5,5,7,61.2,58.0,6.7589999999999995
0.42,4,7,3,62.6,55.0,7.006
1.01,5,7,1,61.7,59.0,8.682
0.33,4,6,6,61.7,55.0,6.515
1.02,4,1,5,62.7,54.0,8.776
1.27,4,7,4,61.8,56.0,8.707
0.3,4,2,5,62.0,56.0,6.565
1.5,5,3,4,58.0,60.0,9.011000000000001
0.32,3,4,2,63.2,56.0,6.1739999999999995
0.53,2,6,4,63.6,58.0,6.848
1.02,5,5,4,62.6,58.0,8.476
0.25,5,3,3,61.5,59.0,6.356
0.56,4,3,2,62.7,57.0,7.437
0.7,3,1,2,62.4,58.0,7.776
1.01,3,2,4,59.7,58.0,8.426
1.0,2,1,2,64.1,60.0,8.431000000000001
0.52,3,1,5,61.1,56.0,7.372000000000001
2.0,4,6,4,61.7,56.0,9.622
0.3,3,3,4,58.8,60.0,5.974
0.41,3,1,1,62.9,57.0,6.79
0.5,2,2,5,63.4,56.0,7.399
1.2,4,1,7,62.0,56.0,9.346
0.42,5,7,3,61.6,60.0,6.87
1.56,1,6,2,64.6,62.0,8.981
0.3,4,2,2,62.0,56.0,6.564
1.23,3,5,7,62.5,58.0,9.037
0.31,4,7,1,61.9,56.0,6.295
0.83,3,7,4,61.6,57.0,7.91
0.32,4,7,3,62.4,56.0,6.593
1.6,4,4,2,62.2,55.0,9.004
0.5,1,1,4,65.5,54.0,6.938
0.5,4,7,7,62.7,57.0,7.584
0.4,5,2,4,62.2,58.0,6.501
1.56,5,5,5,62.2,58.0,9.252
1.58,4,6,4,62.3,57.0,8.77
0.9,3,7,4,63.1,58.0,7.957999999999999
1.14,4,2,4,61.4,56.0,8.621
0.26,4,7,6,62.5,57.0,6.405
0.9,3,5,2,63.3,58.0,8.161
0.5,5,3,4,61.8,59.0,7.074
0.34,4,2,8,62.5,57.0,6.023
0.34,5,3,5,60.9,60.0,6.8629999999999995
0.52,4,2,5,62.1,57.0,7.5329999999999995
0.3,3,5,2,62.9,58.0,6.042999999999999
1.13,4,2,2,61.8,56.0,8.689
0.81,4,3,4,61.8,56.0,8.011000000000001
0.71,5,4,5,60.1,61.0,7.585
0.43,3,4,5,60.9,59.0,6.593999999999999
0.32,5,3,5,60.5,58.0,6.553999999999999
0.7,3,5,5,62.1,55.0,7.653
0.51,4,5,4,61.8,53.0,6.891
0.41,4,2,5,62.8,55.0,6.981
0.85,3,3,4,63.1,58.0,7.995
0.32,4,7,1,61.9,55.0,6.468999999999999
0.3,3,7,1,62.0,60.0,6.405
1.5,5,1,4,63.0,59.0,9.016
0.28,3,7,3,61.4,55.0,6.257999999999999
0.31,3,1,5,62.1,54.0,6.215
0.54,3,1,5,59.5,58.0,7.416
1.51,2,6,4,63.6,60.0,8.982000000000001
1.52,4,6,5,61.3,56.0,9.135
0.38,5,2,5,61.5,62.0,7.018
0.32,4,7,1,61.6,57.0,6.468999999999999
1.0,3,3,3,61.6,60.0,9.12
1.19,1,6,2,64.9,58.0,8.556000000000001
0.91,3,7,4,62.8,59.0,8.008
1.13,3,5,4,62.0,58.0,8.552
1.0,5,7,2,61.9,62.0,8.548
0.53,4,7,3,61.0,56.0,7.574
1.5,3,4,5,62.6,58.0,8.922
0.9,5,5,2,62.4,56.0,8.038
0.4,4,1,7,61.4,56.0,7.063
0.9,5,2,4,62.7,59.0,8.072000000000001
0.31,4,3,7,59.5,60.0,6.619
0.52,3,7,5,63.7,56.0,7.277
0.3,4,3,3,61.9,55.0,6.641
0.73,4,7,2,62.1,54.0,7.857
0.4,3,3,5,61.2,60.0,6.816
2.0,2,1,2,62.8,62.0,9.802
0.42,5,1,5,61.9,58.0,6.851
0.83,4,1,5,62.3,56.0,8.392999999999999
0.37,4,4,2,61.4,57.0,6.151
0.7,5,1,5,62.3,58.0,7.9510000000000005
0.32,2,6,2,63.9,55.0,6.317
0.93,3,3,4,62.5,58.0,8.322000000000001
0.54,4,2,5,61.3,56.0,7.545
0.56,4,6,7,61.5,55.0,7.388
1.05,4,6,5,60.2,57.0,8.584
1.14,5,1,7,59.4,59.0,9.363
0.9,1,2,2,65.7,65.0,8.23
2.04,3,4,5,63.0,58.0,9.517999999999999
0.9,2,1,4,63.9,55.0,8.147
0.9,4,7,2,62.3,58.0,8.401
0.7,4,6,1,61.5,56.0,7.82
0.53,4,1,1,61.2,56.0,7.5120000000000005
0.95,5,7,4,59.5,56.0,8.222999999999999
0.5,4,1,2,61.0,56.0,7.159
0.71,4,7,7,61.1,57.0,8.283
1.01,2,1,2,57.8,58.0,8.515
0.91,2,6,4,57.9,60.0,8.026
1.01,1,2,2,63.5,58.0,8.466000000000001
0.5,4,7,4,61.2,56.0,6.919
0.76,5,3,2,62.2,59.0,7.942
0.41,4,7,5,62.7,56.0,6.9670000000000005
1.0,4,1,4,61.8,57.0,8.342
1.03,3,7,1,60.7,58.0,8.799
0.32,4,3,3,62.3,56.0,6.985
0.51,5,5,2,61.6,56.0,7.131
1.51,5,7,4,62.7,57.0,8.874
0.54,5,7,1,61.1,59.0,7.521
0.33,4,3,5,62.3,57.0,6.832999999999999
1.0,5,7,5,61.6,54.0,8.735
1.09,1,6,2,56.4,62.0,8.36
0.31,4,7,5,62.2,56.0,6.2989999999999995
0.31,4,5,1,62.2,57.0,6.547999999999999
0.9,2,7,1,64.5,57.0,8.288
0.71,5,1,2,60.9,59.0,7.695
0.96,5,3,4,62.6,60.0,8.322000000000001
0.9,4,1,5,60.5,54.0,8.419
0.31,3,2,4,62.7,59.0,6.136
0.36,5,7,6,61.0,59.0,6.979
0.9,2,6,5,62.4,65.0,8.059
0.55,3,3,5,61.6,60.0,7.449
0.43,4,5,5,62.5,56.0,7.105
0.53,3,3,5,59.1,60.0,7.407
3.0,5,7,8,59.7,60.0,9.488
0.31,4,2,3,62.4,56.0,6.641
0.9,3,1,2,58.0,63.0,8.397
0.31,5,5,6,60.4,58.0,6.635
1.24,5,7,1,62.0,59.0,8.962
1.02,4,6,3,62.1,54.0,8.66
1.06,4,7,7,61.6,57.0,9.065
0.86,4,3,2,62.3,54.0,8.148
1.22,5,1,2,62.5,59.0,8.862
1.64,5,5,2,59.3,61.0,9.32
0.58,4,1,7,61.6,57.0,7.9110000000000005
0.51,5,2,5,59.7,58.0,7.54
0.23,3,2,7,62.4,58.0,6.273
1.12,3,2,4,59.3,59.0,8.565
1.43,5,1,2,61.5,58.0,9.084
1.5,5,1,2,62.9,59.0,9.382
0.92,5,1,2,62.6,59.0,8.212
0.4,4,3,3,61.7,57.0,6.896
0.33,5,5,5,61.3,60.0,6.504
0.34,4,1,1,62.1,57.0,6.6129999999999995
0.84,5,1,4,62.3,59.0,7.96
0.31,5,7,1,62.2,56.0,6.687
1.04,4,7,5,62.5,57.0,8.811
0.31,4,1,3,61.2,56.0,6.8839999999999995
0.41,4,2,1,62.3,56.0,6.926
0.38,5,5,1,61.6,58.0,6.641
1.73,3,7,1,62.8,57.0,9.617
1.0,3,7,1,59.4,59.0,8.834
1.05,4,1,5,61.6,54.0,8.826
2.0,2,5,5,63.8,59.0,9.799
1.23,4,1,4,62.1,57.0,8.48
0.56,4,7,5,62.0,56.0,7.365
0.87,3,2,2,60.2,60.0,8.206
0.31,2,3,2,63.5,55.0,6.2989999999999995
1.0,2,2,5,64.1,58.0,8.762
0.33,4,3,5,62.0,56.0,6.832999999999999
1.2,5,4,5,60.8,60.0,8.484
1.06,4,5,5,62.3,53.0,8.798
0.59,5,3,5,60.8,57.0,7.686
1.08,4,1,5,62.5,57.0,8.939
0.39,4,6,2,62.1,55.0,6.412000000000001
0.33,4,7,1,61.7,56.0,6.75
1.2,4,6,5,61.1,58.0,8.749
1.74,5,6,1,62.5,57.0,9.476
0.57,3,6,2,62.5,58.0,7.0729999999999995
0.33,3,7,7,61.4,60.0,6.766
0.82,3,3,2,63.2,57.0,7.916
1.5,2,6,3,65.4,59.0,9.075
1.2,2,4,5,63.7,58.0,8.422
0.3,3,7,3,60.6,58.0,6.528
1.05,5,1,4,62.8,55.0,8.381
2.02,3,5,2,61.1,58.0,9.811
0.55,4,3,2,62.1,55.0,7.419
0.32,5,5,3,60.2,60.0,6.718999999999999
0.6,4,7,1,60.2,57.0,7.654
0.28,3,3,5,60.4,59.0,6.188
0.3,5,3,5,62.0,59.0,6.489
1.5,1,3,4,65.8,57.0,8.917
0.78,3,4,2,58.0,61.0,7.68
1.03,1,3,8,78.2,54.0,7.14
0.36,4,7,7,61.7,55.0,7.059
0.96,5,6,4,59.1,62.0,7.805
0.54,5,6,4,61.2,60.0,6.921
0.76,3,5,5,58.7,61.0,7.8629999999999995
0.53,3,4,1,61.4,56.0,7.0089999999999995
0.7,5,2,4,61.9,58.0,7.837999999999999
0.27,5,3,1,61.5,58.0,6.402
0.7,3,2,3,62.8,60.0,8.3
0.7,3,6,2,63.2,59.0,7.544
0.72,4,5,7,61.8,55.0,8.065
1.65,5,2,2,60.4,60.0,9.333
0.32,2,7,1,60.8,62.0,6.306
1.01,2,2,2,63.1,60.0,8.602
0.43,5,7,5,61.2,58.0,7.015
0.3,3,7,1,61.4,58.0,6.405
1.01,2,7,4,63.7,59.0,8.327
0.3,4,7,3,62.2,54.0,6.707999999999999
0.52,4,3,5,61.1,55.0,7.504
1.21,4,6,5,62.0,60.0,8.722000000000001
1.02,4,3,4,63.0,57.0,8.407
0.54,4,7,7,61.6,55.0,7.621
0.51,4,7,4,62.0,56.0,7.08
1.01,5,7,4,61.8,58.0,8.304
0.4,3,1,3,62.8,56.0,6.992000000000001
0.71,4,3,3,61.7,56.0,8.4
0.3,4,5,5,60.9,58.0,6.196000000000001
0.7,2,6,2,58.2,61.0,7.615
0.3,2,1,2,63.5,59.0,6.215
0.75,4,3,5,62.0,56.0,8.046
1.02,4,1,4,61.6,56.0,8.452
0.74,3,2,5,62.2,59.0,8.16
0.3,4,3,7,62.2,57.0,6.7589999999999995
0.9,5,3,1,59.4,59.0,8.601
1.23,4,5,1,60.6,57.0,8.962
0.7,5,1,2,60.0,60.0,7.862
1.2,5,5,2,61.3,60.0,8.772
1.2,5,3,1,60.7,57.0,9.216000000000001
1.76,3,5,2,63.1,59.0,9.416
0.54,4,5,7,61.1,57.0,7.5729999999999995
0.26,2,2,5,65.2,56.0,5.999
1.07,4,5,4,59.2,57.0,8.37
1.05,5,7,2,62.1,60.0,8.488
0.7,5,3,7,61.7,59.0,8.1
0.5,2,3,2,64.0,56.0,7.0520000000000005
0.32,3,7,4,63.4,55.0,6.292000000000001
1.57,4,5,2,61.8,55.0,9.15
0.37,4,7,2,61.0,56.0,6.41
0.23,4,1,3,60.9,57.0,6.273
0.34,4,3,1,62.0,56.0,6.94
0.59,4,3,3,62.0,55.0,7.922999999999999
0.5,4,7,2,61.7,57.0,7.12
1.5,1,5,4,66.0,64.0,8.517000000000001
0.9,3,7,4,59.2,57.0,8.103
0.4,2,6,5,63.8,54.0,6.751
0.53,4,1,3,62.2,54.0,7.736000000000001
0.34,5,1,5,59.2,60.0,6.531000000000001
0.74,5,1,2,61.4,59.0,7.882000000000001
0.53,4,3,5,60.0,57.0,7.4510000000000005
1.23,4,7,3,62.4,55.0,9.202
1.05,3,1,2,59.7,60.0,8.642000000000001
1.02,5,1,1,62.7,55.0,8.946
0.54,4,2,5,61.8,57.0,7.545
2.1,5,4,4,59.1,58.0,9.433
0.31,4,4,3,61.8,54.0,6.1160000000000005
0.57,3,7,4,60.5,56.0,7.066
0.75,4,3,2,62.1,55.0,8.061
0.31,3,3,6,58.1,60.0,6.895
0.4,5,2,4,61.7,58.0,6.501
0.41,4,7,1,61.6,57.0,6.867999999999999
2.26,4,7,4,61.9,57.0,9.46
0.4,5,7,2,61.4,60.0,6.8020000000000005
0.41,4,3,5,62.0,56.0,6.841
1.13,3,1,3,59.6,59.0,9.163
0.3,4,7,1,60.4,55.0,6.457000000000001
0.73,4,2,4,61.8,57.0,7.89
0.71,4,5,5,62.2,56.0,7.872000000000001
0.9,3,3,5,62.2,56.0,8.457
0.3,4,5,2,62.2,57.0,6.109
1.88,3,2,4,63.2,60.0,9.189
0.73,5,4,1,60.2,58.0,7.619
0.33,3,5,7,62.5,55.0,6.54
0.3,5,2,4,62.3,58.0,6.353
1.54,4,1,5,61.9,57.0,9.471
0.56,4,2,2,62.3,57.0,7.364
0.56,4,7,1,60.6,56.0,7.506
0.3,5,5,5,62.6,58.0,6.41
0.32,4,3,3,61.5,55.0,6.7620000000000005
0.51,5,5,1,60.3,58.0,7.231
0.9,3,2,2,61.1,63.0,8.311
